ID,Organisation Name,Type of Data Provided,Data provided to customer,Sensitive or Non-Sensitive,Legal Basis for Provision of Data (Dissemination),Purpose,Frequency,NIC Number,MR Number (where relevant),Patient Opt-Outs applied,Common law duty of confidentiality
DSfC3167,NHS Greater Huddersfield CCG,Community Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3168,NHS Greater Huddersfield CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3169,NHS Greater Huddersfield CCG,Demand for Service-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3170,NHS Greater Huddersfield CCG,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3171,NHS Greater Huddersfield CCG,Diagnostic Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3172,NHS Greater Huddersfield CCG,Emergency Care-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3173,NHS Greater Huddersfield CCG,"Experience, Quality and Outcomes-Local Provider Flows",Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3174,NHS Greater Huddersfield CCG,Improving Access to Psychological Therapies Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3175,NHS Greater Huddersfield CCG,Maternity Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3176,NHS Greater Huddersfield CCG,Mental Health and Learning Disabilities Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3177,NHS Greater Huddersfield CCG,Mental Health Minimum Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3178,NHS Greater Huddersfield CCG,Mental Health Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3179,NHS Greater Huddersfield CCG,Mental Health-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3180,NHS Greater Huddersfield CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3181,NHS Greater Huddersfield CCG,National Diabetes Audit,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3182,NHS Greater Huddersfield CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3183,NHS Greater Huddersfield CCG,Patient Reported Outcome Measures,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3184,NHS Greater Huddersfield CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3185,NHS Greater Huddersfield CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3186,NHS Greater Huddersfield CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3187,NHS Greater Huddersfield CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC3188,NHS Greater Huddersfield CCG,SUS for Commissioners,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-90661-W2S5Q-v3.3,,Yes - patient objections upheld,Section 251 NHS Act 2006
DSfC3189,NHS Hull CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3190,NHS Hull CCG,Ambulance-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3191,NHS Hull CCG,Children and Young People Health,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3192,NHS Hull CCG,Civil Registration - Births,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3193,NHS Hull CCG,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3194,NHS Hull CCG,Community Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3195,NHS Hull CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3196,NHS Hull CCG,Demand for Service-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3197,NHS Hull CCG,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3198,NHS Hull CCG,Diagnostic Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3199,NHS Hull CCG,Emergency Care-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3200,NHS Hull CCG,"Experience, Quality and Outcomes-Local Provider Flows",Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3201,NHS Hull CCG,Improving Access to Psychological Therapies Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3202,NHS Hull CCG,Maternity Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3203,NHS Hull CCG,Mental Health and Learning Disabilities Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3204,NHS Hull CCG,Mental Health Minimum Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3205,NHS Hull CCG,Mental Health Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3206,NHS Hull CCG,Mental Health-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3207,NHS Hull CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3208,NHS Hull CCG,National Diabetes Audit,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3209,NHS Hull CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3210,NHS Hull CCG,Patient Reported Outcome Measures (Linkable to HES),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3211,NHS Hull CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3212,NHS Hull CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3213,NHS Hull CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3214,NHS Hull CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3215,NHS Hull CCG,SUS for Commissioners,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-90668-X5R4Y-v4.2,,Yes - patient objections upheld,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3216,NHS North Lincolnshire CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3217,NHS North Lincolnshire CCG,Ambulance-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3218,NHS North Lincolnshire CCG,Children and Young People Health,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3219,NHS North Lincolnshire CCG,Civil Registration - Births,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3220,NHS North Lincolnshire CCG,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3221,NHS North Lincolnshire CCG,Community Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3222,NHS North Lincolnshire CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3223,NHS North Lincolnshire CCG,Demand for Service-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3224,NHS North Lincolnshire CCG,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3225,NHS North Lincolnshire CCG,Diagnostic Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3226,NHS North Lincolnshire CCG,Emergency Care-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3227,NHS North Lincolnshire CCG,"Experience, Quality and Outcomes-Local Provider Flows",Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3228,NHS North Lincolnshire CCG,Improving Access to Psychological Therapies Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3229,NHS North Lincolnshire CCG,Maternity Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3230,NHS North Lincolnshire CCG,Mental Health and Learning Disabilities Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3231,NHS North Lincolnshire CCG,Mental Health Minimum Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3232,NHS North Lincolnshire CCG,Mental Health Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3233,NHS North Lincolnshire CCG,Mental Health-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3234,NHS North Lincolnshire CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3235,NHS North Lincolnshire CCG,National Diabetes Audit,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3236,NHS North Lincolnshire CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3237,NHS North Lincolnshire CCG,Patient Reported Outcome Measures,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3238,NHS North Lincolnshire CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3239,NHS North Lincolnshire CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3240,NHS North Lincolnshire CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3241,NHS North Lincolnshire CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-90680-M5B5W-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3242,NHS North Lincolnshire CCG,SUS for Commissioners,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-90680-M5B5W-v5.2,,Yes - patient objections upheld,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3243,NHS North Kirklees CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3244,NHS North Kirklees CCG,Ambulance-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3245,NHS North Kirklees CCG,Children and Young People Health,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3246,NHS North Kirklees CCG,Civil Registration - Births,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3247,NHS North Kirklees CCG,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3248,NHS North Kirklees CCG,Community Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3249,NHS North Kirklees CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3250,NHS North Kirklees CCG,Demand for Service-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3251,NHS North Kirklees CCG,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3252,NHS North Kirklees CCG,Diagnostic Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
