ID,Organisation Name,Type of Data Provided,Data provided to customer,Sensitive or Non-Sensitive,Legal Basis for Provision of Data (Dissemination),Purpose,Frequency,NIC Number,MR Number (where relevant),Patient Opt-Outs applied,Common law duty of confidentiality
DSfC2638,NHS East and North Hertfordshire CCG,"Experience, Quality and Outcomes-Local Provider Flows",Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2639,NHS East and North Hertfordshire CCG,Improving Access to Psychological Therapies Data Set,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2640,NHS East and North Hertfordshire CCG,Maternity Services Data Set,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2641,NHS East and North Hertfordshire CCG,Mental Health and Learning Disabilities Data Set,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2642,NHS East and North Hertfordshire CCG,Mental Health Minimum Data Set,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2643,NHS East and North Hertfordshire CCG,Mental Health Services Data Set,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2644,NHS East and North Hertfordshire CCG,Mental Health-Local Provider Flows,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2645,NHS East and North Hertfordshire CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2646,NHS East and North Hertfordshire CCG,National Diabetes Audit,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2647,NHS East and North Hertfordshire CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2648,NHS East and North Hertfordshire CCG,Patient Reported Outcome Measures,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2649,NHS East and North Hertfordshire CCG,Personal Demographic Service,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2650,NHS East and North Hertfordshire CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2651,NHS East and North Hertfordshire CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2652,NHS East and North Hertfordshire CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Non Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2653,NHS East and North Hertfordshire CCG,Summary Hospital-level Mortality Indicator,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2654,NHS East and North Hertfordshire CCG,SUS for Commissioners,Anonymised - ICO code compliant,Non Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,No - data flow is not identifiable,Section 251 NHS Act 2006
DSfC2655,NHS East and North Hertfordshire CCG,SUS for Commissioners,Identifiable,Non Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Frequent Adhoc Flow,DARS-NIC-55679-K9X4J-v5.4,,Yes - patient objections upheld,Section 251 NHS Act 2006
DSfC2656,NHS North East Essex CCG,SUS for Commissioners,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Frequent Adhoc Flow,DARS-NIC-55684-W3H2F-v3.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
DSfC2657,NHS Southend CCG,SUS for Commissioners,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Frequent Adhoc Flow,DARS-NIC-55697-J3L9V-v3.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
DSfC2658,NHS Waltham Forest CCG,SUS for Commissioners,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Frequent Adhoc Flow,DARS-NIC-55709-D8W3P-v2.2,,Yes - patient objections upheld,Section 251 NHS Act 2006
DSfC2659,NHS West Essex CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2660,NHS West Essex CCG,Ambulance-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2661,NHS West Essex CCG,Children and Young People Health,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2662,NHS West Essex CCG,Civil Registration - Births,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2663,NHS West Essex CCG,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2664,NHS West Essex CCG,Community Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2665,NHS West Essex CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2666,NHS West Essex CCG,Demand for Service-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2667,NHS West Essex CCG,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2668,NHS West Essex CCG,Diagnostic Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2669,NHS West Essex CCG,Emergency Care-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2670,NHS West Essex CCG,e-Referral Service for Commissioning,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2671,NHS West Essex CCG,"Experience, Quality and Outcomes-Local Provider Flows",Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2672,NHS West Essex CCG,Improving Access to Psychological Therapies Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2673,NHS West Essex CCG,Maternity Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2674,NHS West Essex CCG,Mental Health and Learning Disabilities Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2675,NHS West Essex CCG,Mental Health Minimum Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2676,NHS West Essex CCG,Mental Health Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2677,NHS West Essex CCG,Mental Health-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2678,NHS West Essex CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2679,NHS West Essex CCG,National Diabetes Audit,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2680,NHS West Essex CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2681,NHS West Essex CCG,Patient Reported Outcome Measures,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2682,NHS West Essex CCG,Personal Demographic Service,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2683,NHS West Essex CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2684,NHS West Essex CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2685,NHS West Essex CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2686,NHS West Essex CCG,Summary Hospital-level Mortality Indicator,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2687,NHS West Essex CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2688,NHS West Essex CCG,SUS for Commissioners,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Frequent Adhoc Flow,DARS-NIC-55710-W8F8C-v6.3,,Yes - patient objections upheld,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2689,NHS Herts Valleys CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2690,NHS Herts Valleys CCG,Ambulance-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2691,NHS Herts Valleys CCG,Children and Young People Health,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2692,NHS Herts Valleys CCG,Civil Registration - Births,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2693,NHS Herts Valleys CCG,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2694,NHS Herts Valleys CCG,Community Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2695,NHS Herts Valleys CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2696,NHS Herts Valleys CCG,Demand for Service-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2697,NHS Herts Valleys CCG,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2698,NHS Herts Valleys CCG,Diagnostic Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2699,NHS Herts Valleys CCG,Emergency Care-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2700,NHS Herts Valleys CCG,e-Referral Service for Commissioning,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2701,NHS Herts Valleys CCG,"Experience, Quality and Outcomes-Local Provider Flows",Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2702,NHS Herts Valleys CCG,Improving Access to Psychological Therapies Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2703,NHS Herts Valleys CCG,Maternity Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2704,NHS Herts Valleys CCG,Mental Health and Learning Disabilities Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2705,NHS Herts Valleys CCG,Mental Health Minimum Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2706,NHS Herts Valleys CCG,Mental Health Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2707,NHS Herts Valleys CCG,Mental Health-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2708,NHS Herts Valleys CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2709,NHS Herts Valleys CCG,National Diabetes Audit,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2710,NHS Herts Valleys CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2711,NHS Herts Valleys CCG,Patient Reported Outcome Measures,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2712,NHS Herts Valleys CCG,Personal Demographic Service,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2713,NHS Herts Valleys CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2714,NHS Herts Valleys CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2715,NHS Herts Valleys CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2716,NHS Herts Valleys CCG,Summary Hospital-level Mortality Indicator,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261 - 'Other dissemination of information',,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2717,NHS Herts Valleys CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2718,NHS Herts Valleys CCG,SUS for Commissioners,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,Frequent Adhoc Flow,DARS-NIC-55752-D6X5Y-v8.1,,Yes - patient objections upheld,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC2719,NHS North East Lincolnshire CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,Frequent Adhoc Flow,DARS-NIC-59807-V1B8W-v4.5,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
